"";"contributeurs";"isanon";"status_contrib";"total_rev_count";"registration_year"
"3389";"Zundark";"0";"inscrit";"27904";"2001"
"3391";"Caliston";"0";"inscrit";"108";"2005"
"3395";"Hongooi";"0";"inscrit";"6974";"2005"
"3396";"Gesslein";"0";"inscrit";"2870";"2005"
"3399";"Leberbaum";"0";"inscrit";"8";"2007"
"3401";"89.48.12.220";"1";"anonyme";"2";"2007"
"3407";"132.227.66.37";"1";"anonyme";"2";"2008"
"3408";"71.37.25.28";"1";"anonyme";"12";"2008"
"3410";"Hibbleton";"0";"inscrit";"358";"2005"
"3412";"RobHar";"0";"inscrit";"3621";"2006"
"3417";"Galoisgroupie";"0";"inscrit";"134";"2008"
"3420";"SF007";"0";"inscrit";"15077";"2007"
"3423";"69.106.246.15";"1";"anonyme";"700";"2008"
"3425";"122.106.173.173";"1";"anonyme";"164";"2009"
"3433";"129.215.24.157";"1";"anonyme";"1";"2009"
"3435";"131.155.70.106";"1";"anonyme";"1";"2009"
"3445";"110.164.26.66";"1";"anonyme";"1";"2009"
"3447";"Masgatotkaca";"0";"inscrit";"476";"2007"
"3450";"ReadyHeavyRain";"0";"inscrit";"136";"2009"
"3453";"60.242.146.4";"1";"anonyme";"23";"2007"
"3456";"79.25.137.101";"1";"anonyme";"1";"2010"
"3458";"Throwawayhack";"0";"inscrit";"287";"2005"
"3460";"Wikiadamg";"0";"inscrit";"3";"2009"
"3465";"122.54.153.185";"1";"anonyme";"3";"2010"
"3469";"50.92.128.12";"1";"anonyme";"2";"2011"
"3474";"174.53.163.119";"1";"anonyme";"3856";"2011"
"3476";"Kpts44";"0";"inscrit";"13";"2007"
"3481";"86.175.164.25";"1";"anonyme";"9";"2011"
"3485";"ChuispastonBot";"0";"inscrit";"100206";"2010"
"3486";"124.168.35.246";"1";"anonyme";"2";"2011"
"3487";"Michael_Hardy";"0";"admin";"192665";"2002"
"3491";"Russell157";"0";"inscrit";"23";"2012"
"3493";"129.2.56.35";"1";"anonyme";"6";"2011"
"3498";"Acousticfigure";"0";"inscrit";"16";"2013"
"3500";"Glenn";"0";"inscrit";"16722";"2003"
"3504";"129.78.68.1";"1";"anonyme";"60";"2012"
"3506";"ScotXW";"0";"inscrit";"13631";"2013"
"3508";"91.125.185.31";"1";"anonyme";"10";"2014"
"3511";"Rgugliel";"0";"inscrit";"19";"2010"
"3514";"Ljung123";"0";"inscrit";"26";"2013"
"3518";"157.181.161.111";"1";"anonyme";"10";"2013"
"3519";"79.50.122.29";"1";"anonyme";"1";"2015"
"3521";"??????";"0";"inscrit";NA;NA
"3523";"47.222.203.135";"1";"anonyme";"205";"2016"
"3525";"Bilbo571";"0";"inscrit";"4660";"2010"
"3529";"WildCherry06";"0";"inscrit";"150564";"2007"
"3534";"BRUTE";"0";"inscrit";"5843";"2009"
"3536";"DK4";"0";"inscrit";"11508";"2008"
"3538";"Basement12";"0";"inscrit";"38245";"2006"
"3549";"Courcelles";"0";"admin";"395710";"2006"
"3550";"188.169.143.40";"1";"anonyme";"1178";"2013"
"3551";"MrLinkinPark333";"0";"inscrit";"22424";"2013"
"3570";"Jan.Kamenicek";"0";"inscrit";"7078";"2005"
"3571";"Wetman";"0";"inscrit";"91086";"2003"
"3576";"Supersexyspacemonkey";"0";"inscrit";"1485";"2004"
"3578";"MisfitToys";"0";"admin";"48560";"2004"
"3581";"Miwasatoshi";"0";"inscrit";"12245";"2005"
"3589";"Dogears";"0";"inscrit";"10264";"2005"
"3598";"Shyam";"0";"admin";"25267";"2005"
"3599";"Esmerálda";"0";"inscrit";"129";"2006"
"3604";"Wwilly";"0";"inscrit";"537";"2005"
"3606";"David_Schaich";"0";"inscrit";"8211";"2004"
"3607";"195.113.183.2";"1";"anonyme";"23";"2006"
"3610";"Lectonar";"0";"admin";"31445";"2004"
"3618";"JAnDbot";"0";"bot";"159117";"2006"
"3625";"Jpbowen";"0";"inscrit";"71287";"2005"
"3628";"Attilios";"0";"inscrit";"149305";"2005"
"3632";"2kyou";"0";"inscrit";"19";"2007"
"3634";"Mattisse";"0";"inscrit";"78542";"2006"
"3635";"MishaPan";"0";"inscrit";"10352";"2006"
"3636";"Robbot";"0";"inscrit";"94607";"2003"
"3637";"Meredyth";"0";"inscrit";"8131";"2006"
"3639";"Joseph_Solis_in_Australia";"0";"inscrit";"96562";"2006"
"3648";"Neddyseagoon";"0";"inscrit";"139074";"2006"
"3655";"Oashi";"0";"inscrit";"1980";"2009"
"3668";"TimBentley";"0";"inscrit";"25851";"2005"
"3669";"Wojtek_1956";"0";"inscrit";"58";"2008"
"3671";"160.39.35.50";"1";"anonyme";"2337";"2007"
"3673";"93.194.14.170";"1";"anonyme";"2";"2013"
"3674";"MrsKrishan";"0";"inscrit";"1912";"2007"
"3701";"Bermicourt";"0";"inscrit";"97137";"2008"
"3707";"Jbribeiro1";"0";"inscrit";"6926";"2010"
"3713";"SimonP";"0";"admin";"110456";"2001"
"3726";"Another_Believer";"0";"inscrit";"216906";"2007"
"3729";"Derek_R_Bullamore";"0";"inscrit";"206404";"2005"
"3734";"Elkost";"0";"inscrit";"6816";"2006"
"3736";"Pimprenel";"0";"inscrit";"13";"2012"
"3738";"Chris_troutman";"0";"inscrit";"25981";"2013"
"3742";"Hello32020";"0";"inscrit";"11194";"2006"
"3744";"Aecis";"0";"admin";"36712";"2004"
"3747";"Raymond_Cruise";"0";"inscrit";"80412";"2005"
"3748";"Emijrp";"0";"inscrit";"36396";"2005"
"3751";"81.39.30.168";"1";"anonyme";"6";"2008"
"3755";"User?101";"0";"inscrit";NA;NA
"3773";"YFdyh-bot";"0";"inscrit";"166786";"2012"
"3787";"76.20.25.243";"1";"anonyme";"4810";"2014"
"3790";"Spiderjerky";"0";"inscrit";"43943";"2014"
"3792";"Bejnar";"0";"inscrit";"48890";"2005"
"3793";"Giraffedata";"0";"inscrit";"64272";"2004"
"3802";"The_Tom";"0";"admin";"20662";"2003"
"3803";"BRW";"0";"inscrit";"4093";"2004"
"3805";"Prsephone1674";"0";"inscrit";"1574";"2004"
"3807";"Whobot";"0";"inscrit";"26807";"2005"
"3810";"NYArtsnWords";"0";"inscrit";"12137";"2005"
"3814";"Rama";"0";"admin";"37719";"2004"
"3816";"Esperant";"0";"inscrit";"10653";"2004"
"3818";"Travelbird";"0";"inscrit";"26643";"2006"
"3820";"Fat_pig73";"0";"inscrit";"18333";"2004"
"3821";"Kbdank71";"0";"admin";"125935";"2005"
"3823";"90.12.25.86";"1";"anonyme";"1";"2006"
"3824";"Hektor";"0";"inscrit";"52157";"2004"
"3826";"Perspicacite";"0";"inscrit";"6334";"2007"
"3829";"Carl_Logan";"0";"inscrit";"8204";"2005"
"3838";"82.255.199.246";"1";"anonyme";"2";"2007"
"3840";"Kintetsubuffalo";"0";"inscrit";"180996";"2005"
"3843";"138.48.18.255";"1";"anonyme";"1";"2008"
"3846";"82.233.35.177";"1";"anonyme";"1";"2008"
"3848";"XLerate";"0";"inscrit";"31489";"2005"
"3851";"86.68.28.131";"1";"anonyme";"9";"2008"
"3857";"64.254.252.26";"1";"anonyme";"3";"2009"
"3859";"WhisperToMe";"0";"admin";"470730";"2003"
"3864";"Colonies_Chris";"0";"inscrit";"316122";"2005"
"3866";"Pohick2";"0";"inscrit";"30560";"2008"
"3870";"129.104.247.2";"1";"anonyme";"723";"2003"
"3872";"79.12.116.170";"1";"anonyme";"2";"2010"
"3873";"Timaspb";"0";"inscrit";"15";"2010"
"3874";"Therequiembellishere";"0";"inscrit";"95424";"2006"
"3879";"83.244.130.166";"1";"anonyme";"514";"2010"
"3886";"Beryllium1984";"0";"inscrit";"33";"2011"
"3887";"Pdfpdf";"0";"inscrit";"49776";"2007"
"3888";"65.93.12.101";"1";"anonyme";"469";"2011"
"3889";"DocWatson42";"0";"inscrit";"96565";"2004"
"3894";"Bob247";"0";"inscrit";"20568";"2005"
"3896";"Annisr1";"0";"inscrit";"137";"2011"
"3903";"Ipintza";"0";"inscrit";"102";"2009"
"3904";"Leutha";"0";"inscrit";"31800";"2005"
"3906";"Some_standardized_rigour";"0";"inscrit";"1905";"2009"
"3908";"Alan_Liefting";"0";"inscrit";"134249";"2004"
"3910";"78.117.72.44";"1";"anonyme";"1";"2012"
"3916";"86.156.129.211";"1";"anonyme";"11";"2012"
"3918";"Superzohar";"0";"inscrit";"13633";"2006"
"3920";"Euroflux";"0";"inscrit";"3154";"2012"
"3922";"RicJac";"0";"inscrit";"5950";"2005"
"3924";"89.173.16.222";"1";"anonyme";"12";"2011"
"3925";"2A01:E35:8AFA:9390:7415:AE5F:AAF1:4891";"1";"anonyme";"1";"2012"
"3931";"Pirate01965";"0";"inscrit";"2";"2009"
"3942";"Aldis90";"0";"inscrit";"37597";"2006"
"3948";"Aymatth2";"0";"inscrit";"80575";"2007"
"3950";"Filedelinkerbot";"0";"bot";"111825";"2014"
"3951";"Leonng_Arhyos_Hrspino";"0";"inscrit";"178";"2014"
"3958";"DadaNeem";"0";"inscrit";"57128";"2006"
"3960";"62.83.118.134";"1";"anonyme";"10";"2015"
"3962";"OJOM";"0";"inscrit";"21029";"2013"
"3972";"Arjayay";"0";"inscrit";"137417";"2007"
"3984";"Marek69";"0";"inscrit";"195849";"2006"
"3987";"Doctor_Poodle-doo";"0";"inscrit";"163";"2016"
"3989";"?????_?????";"0";"inscrit";NA;NA
"3991";"Antoine_Bordoin";"0";"inscrit";"81";"2014"
"3993";"Cewbot";"0";"bot";"4536";"2015"
"4002";"Auguel";"0";"inscrit";"631";"2015"
"4004";"Filiep";"0";"inscrit";"13434";"2006"
"4015";"François_Calvaresi";"0";"inscrit";"16";"2012"
"4021";"Mélencron";"0";"inscrit";"9661";"2016"
"4026";"Archwayh";"0";"inscrit";"2208";"2013"
"4031";"Joe_K.";"0";"inscrit";"708";"2015"
"4032";"MB298";"0";"inscrit";"40970";"2015"
"4033";"Toden102";"0";"inscrit";"317";"2017"
"4035";"JohnRamos1988";"0";"inscrit";"431";"2017"
"4041";"JarBot";"0";"bot";"60755";"2015"
"4042";"Abhijeet_Safai";"0";"inscrit";"4943";"2011"
"4043";"Mblumber";"0";"inscrit";"8256";"2006"
"4047";"Darkwind";"0";"admin";"39338";"2003"
"4048";"Prathamesh.murkute";"0";"inscrit";"24";"2011"
"4050";"123.237.2.147";"1";"anonyme";"7";"2011"
"4058";"59.99.238.61";"1";"anonyme";"12";"2012"
"4072";"58.68.122.162";"1";"anonyme";"40";"2009"
"4079";"98.222.40.132";"1";"anonyme";"1";"2012"
"4090";"Shamshuddinpune";"0";"inscrit";"5";"2012"
"4099";"122.170.75.43";"1";"anonyme";"3";"2013"
"4102";"Qwyrxian";"0";"admin";"57186";"2006"
"4108";"115.241.237.80";"1";"anonyme";"3";"2012"
"4111";"123.201.209.114";"1";"anonyme";"1";"2014"
"4115";"Vivekkush1983";"0";"inscrit";"275";"2015"
"4119";"Vivek_patil_mumbai";"0";"inscrit";"1";"2015"
"4121";"98.210.97.98";"1";"anonyme";"7";"2015"
"4130";"73.223.112.187";"1";"anonyme";"12";"2015"
"4143";"72.208.170.30";"1";"anonyme";"24";"2016"
"4156";"2607:F470:6:5002:5136:F21D:B7FB:E9DC";"1";"anonyme";"1";"2016"
"4157";"2607:F470:6:1004:C5D7:5328:66F5:BCC";"1";"anonyme";"1";"2016"
"4158";"96.58.214.115";"1";"anonyme";"1";"2016"
"4159";"2607:F470:6:5002:A1FC:502:7F3D:5655";"1";"anonyme";"12";"2015"
"4160";"2607:F470:6:1004:1969:BB9A:D936:9AE4";"1";"anonyme";"2";"2016"
"4161";"117.240.117.242";"1";"anonyme";"25";"2016"
"4171";"220_of_Borg";"0";"inscrit";"33346";"2011"
"4172";"Woodlot";"0";"inscrit";"15547";"2009"
"4178";"Vanamonde93";"0";"admin";"35357";"2012"
"4198";"Nirmanghosh";"0";"inscrit";"31";"2017"
"4199";"CambridgeBayWeather";"0";"admin";"198792";"2005"
"4201";"AntanO";"0";"inscrit";"8060";"2011"
"4203";"Nocowardsoulismine";"0";"inscrit";"24431";"2007"
"4204";"Samuel_Wiki";"0";"inscrit";"14991";"2005"
"4205";"Wheee";"0";"inscrit";"47";"2006"
"4207";"86.144.136.135";"1";"anonyme";"2";"2006"
"4209";"200.168.84.235";"1";"anonyme";"2";"2006"
"4210";"189.146.55.104";"1";"anonyme";"4";"2006"
"4212";"Rougevelvet";"0";"inscrit";"35";"2006"
"4214";"Vieira1986";"0";"inscrit";"66";"2006"
"4215";"89.136.179.192";"1";"anonyme";"28";"2006"
"4217";"IslaySolomon";"0";"inscrit";"2013";"2006"
"4219";"81.154.133.30";"1";"anonyme";"5";"2007"
"4220";"Jonjonz";"0";"inscrit";"22";"2006"
"4221";"81.153.213.98";"1";"anonyme";"1";"2007"
"4223";"77.179.73.247";"1";"anonyme";"12";"2007"
"4225";"212.80.67.131";"1";"anonyme";"62";"2006"
"4227";"Smbarnzy";"0";"inscrit";"3521";"2006"
"4228";"81.132.103.97";"1";"anonyme";"1";"2007"
"4229";"84.9.145.113";"1";"anonyme";"6";"2007"
"4230";"129.234.4.76";"1";"anonyme";"2797";"2004"
"4231";"Tasteinmen";"0";"inscrit";"9";"2007"
"4232";"Fritz_Saalfeld";"0";"inscrit";"20581";"2005"
"4234";"OrphanBot";"0";"inscrit";"654820";"2005"
"4235";"Jogers";"0";"admin";"34766";"2005"
"4237";"82.69.23.7";"1";"anonyme";"240";"2004"
"4238";"MegX";"0";"inscrit";"39750";"2006"
"4243";"189.181.46.154";"1";"anonyme";"1";"2007"
"4244";"Fonteyol";"0";"inscrit";"313";"2005"
"4247";"ESkog";"0";"admin";"78295";"2005"
"4253";"Matthead";"0";"inscrit";"20674";"2004"
"4255";"74.123.18.17";"1";"anonyme";"32";"2007"
"4258";"Ewlyahoocom";"0";"inscrit";"19144";"2005"
"4259";"87.2.41.225";"1";"anonyme";"10";"2007"
"4261";"201.1.182.133";"1";"anonyme";"1";"2007"
"4262";"89.137.224.236";"1";"anonyme";"15";"2007"
"4264";"74.173.196.238";"1";"anonyme";"29";"2007"
"4273";"200.204.187.172";"1";"anonyme";"1";"2007"
"4275";"Nacho_lokura";"0";"inscrit";"31";"2007"
"4277";"8.12.144.17";"1";"anonyme";"175";"2007"
"4279";"A.R.";"0";"inscrit";"6941";"2005"
"4281";"Hammersoft";"0";"inscrit";"57872";"2006"
"4285";"User5967253162";"0";"inscrit";"281";"2007"
"4293";"Mtndrums";"0";"inscrit";"6902";"2007"
"4311";"91.132.158.2";"1";"anonyme";"74";"2008"
"4314";"Ericorbit";"0";"admin";"57354";"2005"
"4320";"GrimReaper75";"0";"inscrit";"6058";"2007"
"4321";"198.54.202.102";"1";"anonyme";"428";"2008"
"4322";"85.225.94.85";"1";"anonyme";"1";"2008"
"4324";"Pomte";"0";"inscrit";"15198";"2006"
"4325";"58.106.60.114";"1";"anonyme";"17";"2008"
"4327";"G-rad";"0";"inscrit";"202";"2006"
"4328";"Naerii";"0";"inscrit";"4914";"2007"
"4333";"220.253.19.86";"1";"anonyme";"4";"2008"
"4349";"ONEder_Boy";"0";"inscrit";"18899";"2005"
"4351";"189.78.151.147";"1";"anonyme";"1";"2008"
"4352";"Drewcifer3000";"0";"inscrit";"17622";"2006"
"4354";"77.49.77.7";"1";"anonyme";"1";"2008"
"4356";"79.114.64.222";"1";"anonyme";"2";"2008"
"4357";"Doc_Strange";"0";"inscrit";"19783";"2005"
"4359";"Abu-Dun";"0";"inscrit";"1763";"2005"
"4361";"RachelSummers77";"0";"inscrit";"518";"2007"
"4362";"Voloschka";"0";"inscrit";"1";"2008"
"4363";"77.205.17.215";"1";"anonyme";"3";"2008"
"4366";"Stefanminogue";"0";"inscrit";"87";"2008"
"4368";"Rupertwalker";"0";"inscrit";"31";"2007"
"4371";"81.98.3.39";"1";"anonyme";"19";"2008"
"4373";"82.10.246.117";"1";"anonyme";"665";"2008"
"4374";"Susanaferenc";"0";"inscrit";"4";"2008"
"4378";"83.165.198.75";"1";"anonyme";"46";"2008"
"4379";"Ss112";"0";"inscrit";"183017";"2006"
"4386";"Otto8otto";"0";"inscrit";"825";"2007"
"4387";"58.172.208.110";"1";"anonyme";"12";"2008"
"4388";"Wardfabio";"0";"inscrit";"1";"2009"
"4389";"83.13.29.203";"1";"anonyme";"13";"2008"
"4390";"HexaChord";"0";"inscrit";"29105";"2008"
"4393";"68.164.235.141";"1";"anonyme";"1";"2009"
"4397";"Warsawication";"0";"inscrit";"2";"2009"
"4399";"194.145.96.51";"1";"anonyme";"341";"2006"
"4401";"79.33.146.128";"1";"anonyme";"1";"2009"
"4402";"93.69.32.212";"1";"anonyme";"4";"2009"
"4407";"190.152.168.172";"1";"anonyme";"2";"2009"
"4408";"24.7.69.232";"1";"anonyme";"75";"2005"
"4410";"91.176.36.66";"1";"anonyme";"3";"2009"
"4413";"124.171.216.142";"1";"anonyme";"2";"2009"
"4414";"84.9.144.138";"1";"anonyme";"7";"2009"
"4415";"Billy4kate";"0";"inscrit";"4358";"2007"
"4416";"Z0$addc$c22";"0";"inscrit";"6";"2009"
"4420";"HeadlightMorning";"0";"inscrit";"2072";"2008"
"4436";"201.149.226.233";"1";"anonyme";"3";"2009"
"4438";"83.225.98.170";"1";"anonyme";"1";"2009"
"4443";"85.31.179.238";"1";"anonyme";"1";"2009"
"4445";"84.27.81.235";"1";"anonyme";"5";"2007"
"4446";"190.164.47.10";"1";"anonyme";"23";"2009"
"4454";"92.232.223.181";"1";"anonyme";"51";"2008"
"4455";"92.72.92.15";"1";"anonyme";"1";"2009"
"4456";"85.124.93.2";"1";"anonyme";"53";"2007"
"4457";"114.78.107.86";"1";"anonyme";"19";"2009"
"4461";"93.69.62.163";"1";"anonyme";"8";"2009"
"4464";"92.106.57.216";"1";"anonyme";"3";"2009"
"4466";"79.114.16.245";"1";"anonyme";"2";"2009"
"4467";"Mister_sparky";"0";"inscrit";"15630";"2008"
"4491";"213.65.94.224";"1";"anonyme";"2";"2009"
"4492";"217.228.203.122";"1";"anonyme";"1";"2009"
"4505";"200.40.206.61";"1";"anonyme";"3";"2009"
"4511";"80.195.213.77";"1";"anonyme";"13";"2009"
"4512";"Gaelic_Storm";"0";"inscrit";"9";"2008"
"4514";"79.183.54.55";"1";"anonyme";"1";"2010"
"4518";"110.33.0.109";"1";"anonyme";"53";"2010"
"4524";"Hamletyamil";"0";"inscrit";"156";"2006"
"4528";"FogDevil";"0";"inscrit";"3600";"2007"
"4530";"86.6.160.20";"1";"anonyme";"80";"2009"
"4532";"Ptbotgourou";"0";"inscrit";"66481";"2008"
"4546";"MontyPhyton";"0";"inscrit";"74";"2009"
"4547";"24.158.168.173";"1";"anonyme";"1";"2010"
"4549";"CommonsDelinker";"0";"bot";"566354";"2006"
"4551";"ScottMHoward";"0";"inscrit";"8765";"2009"
"4554";"Zonyx";"0";"inscrit";"13466";"2010"
"4556";"95.136.106.83";"1";"anonyme";"8";"2010"
"4559";"98.132.195.56";"1";"anonyme";"97";"2009"
"4560";"109.120.30.202";"1";"anonyme";"1";"2010"
"4561";"General_Fiasco";"0";"inscrit";"607";"2010"
"4562";"Amylee-britney";"0";"inscrit";"351";"2010"
"4564";"187.176.127.79";"1";"anonyme";"5";"2010"
"4566";"Muhandes";"0";"inscrit";"93285";"2007"
"4570";"86.25.244.66";"1";"anonyme";"6";"2010"
"4572";"200.58.77.83";"1";"anonyme";"15";"2009"
"4576";"93.75.93.130";"1";"anonyme";"1";"2011"
"4577";"125.13.249.36";"1";"anonyme";"516";"2010"
"4579";"Alinblack";"0";"inscrit";"2798";"2007"
"4580";"Scentlessapprentice";"0";"inscrit";"1486";"2005"
"4582";"92.5.14.123";"1";"anonyme";"1";"2011"
"4584";"114.77.79.36";"1";"anonyme";"244";"2010"
"4585";"119.175.24.225";"1";"anonyme";"20";"2011"
"4587";"Lachlan_Foley";"0";"inscrit";"25467";"2009"
"4589";"Marchije";"0";"inscrit";"8694";"2008"
"4598";"58.106.195.174";"1";"anonyme";"15";"2011"
"4608";"126.107.90.90";"1";"anonyme";"334";"2011"
"4610";"Agentlame";"0";"inscrit";"140";"2008"
"4611";"Eric78420";"0";"inscrit";"233";"2009"
"4614";"93.229.110.103";"1";"anonyme";"22";"2012"
"4616";"WWETrishMickiefan";"0";"inscrit";"1985";"2012"
"4637";"Taty2007";"0";"inscrit";"372";"2008"
"4642";"86.177.45.54";"1";"anonyme";"2";"2012"
"4643";"Neon_Flow";"0";"inscrit";"817";"2007"
"4644";"SinLoodak";"0";"inscrit";"262";"2012"
"4645";"79.150.178.52";"1";"anonyme";"1";"2012"
"4646";"EclecticEnnui";"0";"inscrit";"5022";"2010"
"4648";"83.192.134.18";"1";"anonyme";"7";"2012"
"4649";"PM800";"0";"inscrit";"21113";"2009"
"4658";"Chartbot";"0";"bot";"26135";"2013"
"4661";"Loginnigol";"0";"inscrit";"24422";"2010"
"4668";"186.10.8.104";"1";"anonyme";"1";"2013"
"4669";"86.179.146.255";"1";"anonyme";"10";"2013"
"4675";"109.154.83.250";"1";"anonyme";"343";"2013"
"4679";"188.195.243.244";"1";"anonyme";"458";"2013"
"4681";"77.97.12.211";"1";"anonyme";"433";"2011"
"4686";"Comablack182";"0";"inscrit";"1533";"2007"
"4688";"86.151.229.75";"1";"anonyme";"221";"2013"
"4690";"90.7.136.196";"1";"anonyme";"4";"2008"
"4692";"Dudge1983";"0";"inscrit";"25";"2010"
"4693";"Violetcries";"0";"inscrit";"4476";"2013"
"4694";"105.224.52.197";"1";"anonyme";"259";"2013"
"4698";"Deivm7";"0";"inscrit";"2002";"2013"
"4700";"86.135.252.50";"1";"anonyme";"74";"2014"
"4716";"109.102.109.144";"1";"anonyme";"18";"2013"
"4718";"90.192.241.42";"1";"anonyme";"2";"2007"
"4758";"2606:A000:6AEB:E800:742A:4862:6030:5FBD";"1";"anonyme";"1";"2015"
"4759";"174.108.38.245";"1";"anonyme";"1";"2015"
"4760";"Trickykidd";"0";"inscrit";"256";"2014"
"4765";"Harry_Canyon";"0";"inscrit";"1646";"2012"
"4766";"Nqr9";"0";"inscrit";"11112";"2006"
"4771";"BloodyRose";"0";"inscrit";"677";"2008"
"4784";"91.217.3.229";"1";"anonyme";"1";"2016"
"4785";"93.236.100.50";"1";"anonyme";"3";"2016"
"4793";"Democoma";"0";"inscrit";"770";"2014"
"4797";"Rfl0216";"0";"inscrit";"7712";"2016"
"4798";"Hiddenstranger";"0";"inscrit";"23575";"2009"
"4807";"86.166.241.116";"1";"anonyme";"2";"2017"
"4808";"Bhadani";"0";"admin";"204742";"2005"
"4809";"Rlandmann";"0";"admin";"51206";"2003"
"4818";"Ze_miguel";"0";"inscrit";"3274";"2005"
"4819";"NeilFraser";"0";"inscrit";"907";"2005"
"4821";"DV8_2XL";"0";"inscrit";"6808";"2004"
"4822";"138.88.82.124";"1";"anonyme";"3";"2006"
"4824";"65.24.90.172";"1";"anonyme";"3";"2006"
"4827";"59.92.200.29";"1";"anonyme";"6";"2006"
"4829";"Shyamsunder";"0";"inscrit";"119993";"2006"
"4830";"207.171.180.101";"1";"anonyme";"3783";"2003"
"4832";"Chinju";"0";"inscrit";"1823";"2002"
"4834";"Thoreaulylazy";"0";"inscrit";"1088";"2005"
"4836";"Rama's_Arrow";"0";"admin";"22597";"2005"
"4838";"203.200.95.130";"1";"anonyme";"2609";"2002"
"4842";"YurikBot";"0";"inscrit";"278165";"2005"
"4843";"193.251.135.126";"1";"anonyme";"402";"2004"
"4845";"193.251.135.124";"1";"anonyme";"457";"2004"
"4857";"212.57.240.20";"1";"anonyme";"25";"2004"
"4859";"Balarishi";"0";"inscrit";"68";"2005"
"4860";"Fastfission";"0";"admin";"17173";"2004"
"4861";"Aleezain";"0";"inscrit";"9";"2006"
"4862";"Tangotango";"0";"admin";"10935";"2005"
"4863";"88.64.66.99";"1";"anonyme";"3";"2006"
"4864";"213.42.2.22";"1";"anonyme";"1276";"2004"
"4865";"195.229.241.183";"1";"anonyme";"130";"2004"
"4866";"68.167.120.226";"1";"anonyme";"3";"2005"
"4868";"Ahseaton";"0";"inscrit";"811";"2004"
"4870";"Deeppak";"0";"inscrit";"16";"2006"
"4871";"59.144.76.116";"1";"anonyme";"8";"2006"
"4872";"147.9.204.199";"1";"anonyme";"16";"2006"
"4873";"Sreekanthv";"0";"inscrit";"2728";"2006"
"4874";"Chanakyathegreat";"0";"inscrit";"6049";"2006"
"4875";"Apocno10";"0";"inscrit";"65";"2006"
"4876";"Kartik.jayan";"0";"inscrit";"155";"2006"
"4877";"202.141.68.128";"1";"anonyme";"67";"2006"
"4880";"Sniperz11";"0";"inscrit";"4412";"2007"
"4881";"125.22.244.182";"1";"anonyme";"4";"2007"
"4883";"24.147.86.187";"1";"anonyme";"403";"2006"
"4885";"Legaleagle86";"0";"inscrit";"3732";NA
"4895";"81.94.145.74";"1";"anonyme";"71";"2006"
"4897";"Rich257";"0";"inscrit";"19182";"2006"
"4899";"Soumyasch";"0";"admin";"19372";"2006"
"4900";"210.214.40.186";"1";"anonyme";"3";"2007"
"4903";"128.61.98.24";"1";"anonyme";"1443";"2005"
"4910";"192.8.198.65";"1";"anonyme";"378";"2006"
"4911";"131.130.222.138";"1";"anonyme";"51";"2005"
"4913";"210.211.190.186";"1";"anonyme";"68";"2007"
"4920";"Roghov";"0";"inscrit";"69";"2007"
"4925";"Parth_me";"0";"inscrit";"22";"2007"
"4929";"Signalhead";"0";"inscrit";"30673";"2006"
"4931";"12.184.59.62";"1";"anonyme";"3";"2007"
"4932";"Koffieyahoo";"0";"inscrit";"2004";"2005"
"4938";"AussieBoy";"0";"inscrit";"466";"2006"
"4960";"161.139.100.150";"1";"anonyme";"21";"2006"
"4964";"DuKot";"0";"inscrit";"1706";"2005"
"4967";"124.125.105.168";"1";"anonyme";"6";"2007"
"4996";"ClueBot";"0";"inscrit";"1596818";"2007"
"5081";"82.217.183.115";"1";"anonyme";"92";"2007"
"5100";"202.54.42.229";"1";"anonyme";"14";"2007"
"5104";"Hibernian";"0";"inscrit";"21547";"2005"
"5107";"Init~enwiki";"0";"inscrit";"170";"2005"
"5109";"72.189.21.133";"1";"anonyme";"1";"2007"
"5111";"Gauravchauhan4";"0";"inscrit";"57";"2007"
"5115";"59.95.68.123";"1";"anonyme";"1";"2007"
"5118";"203.92.61.5";"1";"anonyme";"49";"2006"
"5120";"85.252.101.73";"1";"anonyme";"36";"2007"
"5123";"Shrao";"0";"inscrit";"115";"2007"
"5132";"Rsintheatre";"0";"inscrit";"5";"2006"
"5142";"61.246.5.228";"1";"anonyme";"8";"2007"
"5150";"Jon_Ace";"0";"inscrit";"646";"2005"
"5167";"81.245.63.195";"1";"anonyme";"1";"2007"
"5170";"59.95.124.121";"1";"anonyme";"5";"2007"
"5180";"Garion96";"0";"admin";"51927";"2005"
"5184";"Thedreamdied";"0";"inscrit";"1015";"2006"
"5185";"24.19.229.254";"1";"anonyme";"1";"2007"
"5188";"192.104.54.21";"1";"anonyme";"303";"2004"
"5190";"Abhishekmathur";"0";"inscrit";"856";NA
"5193";"Spike_Wilbury";"0";"admin";"14470";"2006"
"5196";"Ascorbic";"0";"inscrit";"1374";"2005"
"5198";"Bothtones7";"0";"inscrit";"148";"2007"
"5202";"59.92.48.124";"1";"anonyme";"2";"2007"
"5203";"East718";"0";"admin";"26019";"2006"
"5204";"62.49.116.50";"1";"anonyme";"9";"2006"
"5205";"59.92.55.125";"1";"anonyme";"3";"2007"
"5206";"Muadd";"0";"inscrit";"1432";"2006"
"5207";"75.182.102.162";"1";"anonyme";"9";"2007"
"5208";"Dcamp314";"0";"inscrit";"662";"2005"
"5215";"Mr._XYZ";"0";"inscrit";"1400";"2006"
"5216";"LorenzoB";"0";"inscrit";"8642";"2006"
