"";"X";"contributeurs";"isanon";"status_contrib";"total_rev_count";"registration_year"
"1485";5182;"????";0;"inscrit";NA;NA
"1486";5189;"209.184.113.206";1;"anonyme";4;2008
"1487";5193;"12.187.195.98";1;"anonyme";2;2008
"1488";5197;"68.206.254.22";1;"anonyme";6;2008
"1489";5200;"70.129.22.51";1;"anonyme";6;2008
"1490";5203;"OKBot";0;"bot";103883;2007
"1491";5207;"72.181.124.224";1;"anonyme";1;2009
"1492";5208;"129.115.143.233";1;"anonyme";1;2009
"1493";5212;"Rascal258";0;"inscrit";30;2007
"1494";5217;"68.206.253.227";1;"anonyme";1;2009
"1495";5222;"66.90.182.85";1;"anonyme";10;2010
"1496";5224;"TexasAndroid";0;"admin";109350;2005
"1497";5227;"68.206.252.111";1;"anonyme";2;2010
"1498";5230;"24.18.244.149";1;"anonyme";8;2009
"1499";5231;"JimWae";0;"inscrit";37668;2004
"1500";5232;"69.234.62.155";1;"anonyme";2;2010
"1501";5235;"Aymatth2";0;"inscrit";80583;2007
"1502";5236;"69.153.4.194";1;"anonyme";2;2010
"1503";5240;"Peace01234";0;"inscrit";928;2006
"1504";5244;"67.11.201.21";1;"anonyme";2;2010
"1505";5252;"71.244.183.159";1;"anonyme";1;2011
"1506";5254;"Ryanmlozano";0;"inscrit";3;2011
"1507";5255;"Edward321";0;"inscrit";33761;2006
"1508";5257;"24.243.15.94";1;"anonyme";1;2011
"1509";5259;"Billy_Hathorn";0;"inscrit";160468;2006
"1510";5260;"Nightryder84";0;"inscrit";1081;2005
"1511";5262;"Nicjones2";0;"inscrit";42;2007
"1512";5264;"Michaelenandry";0;"inscrit";2430;2010
"1513";5267;"76.92.191.16";1;"anonyme";12;2012
"1514";5270;"2602:306:3344:AC20:84E0:C35B:EA7B:9F26";1;"anonyme";1;2012
"1515";5271;"2602:306:3344:AC20:BCE1:D5C5:903C:D73F";1;"anonyme";3;2012
"1516";5274;"2602:306:3344:AC20:4A9:8E1C:7562:AE28";1;"anonyme";1;2012
"1517";5275;"67.11.48.240";1;"anonyme";8;2012
"1518";5282;"2602:306:3344:AC20:592F:44F7:30AE:4E63";1;"anonyme";11;2013
"1519";5288;"2602:306:3344:AC20:919E:4B9B:C2AA:CA67";1;"anonyme";1;2013
"1520";5289;"2602:306:3344:AC20:3500:AEA8:783B:B645";1;"anonyme";1;2013
"1521";5290;"70.252.178.2";1;"anonyme";137;2007
"1522";5292;"Flyer22_Reborn";0;"inscrit";262292;2007
"1523";5294;"209.184.113.59";1;"anonyme";1;2013
"1524";5296;"Widr";0;"admin";249307;2011
"1525";5301;"100.0.10.156";1;"anonyme";6;2014
"1526";5302;"Quant18";0;"inscrit";9416;2012
"1527";5313;"Mwelch88";0;"inscrit";1;2014
"1528";5314;"2602:306:C41F:4290:21C:B3FF:FEC3:A8F3";1;"anonyme";1;2014
"1529";5319;"209.184.113.61";1;"anonyme";1;2016
"1530";5322;"2604:2000:DD08:6C00:9D89:F59F:7EA0:C8EB";1;"anonyme";1;2016
"1531";5324;"JJMC89";0;"inscrit";73619;2015
"1532";5331;"BigrTex";0;"admin";39019;2006
"1533";5334;"Dewritech";0;"inscrit";98562;2010
"1534";5337;"Parsley_Man";0;"inscrit";17847;2015
"1535";5342;"209.184.113.122";1;"anonyme";5;2007
"1536";5350;"72.190.229.158";1;"anonyme";6;2016
"1537";5357;"Psi?edelisto";0;"inscrit";NA;NA
"1538";5358;"EdwardUK";0;"inscrit";7773;2016
"1539";5359;"Kaelin_Alvein";0;"inscrit";14;2011
"1540";5360;"209.253.58.38";1;"anonyme";16;2015
"1541";5370;"Peruilken";0;"inscrit";16;2006
"1542";5372;"Dbm11085";0;"inscrit";1823;2006
"1543";5376;"JabbaTheBot";0;"inscrit";1623;2007
"1544";5379;"ObiterDicta";0;"inscrit";4874;2006
"1545";5381;"Mr._Vernon";0;"inscrit";17290;2006
"1546";5384;"Dougatwiki";0;"inscrit";1693;2007
"1547";5386;"Anarcham";0;"inscrit";1080;2013
"1548";5393;"MoohanBOT";0;"bot";60278;2013
"1549";5401;"Mormonchess";0;"inscrit";28;2005
"1550";5406;"Bluebot";0;"inscrit";349597;2005
"1551";5407;"CJLL_Wright";0;"admin";43238;2005
"1552";5410;"Mmcannis";0;"inscrit";20873;2005
"1553";5411;"Markh";0;"inscrit";8079;2005
"1554";5413;"Paradoxymoron";0;"inscrit";5;2007
"1555";5414;"JAnDbot";0;"bot";159117;2006
"1556";5415;"Andi_d";0;"inscrit";896;2006
"1557";5418;"Theelf29";0;"inscrit";5516;2005
"1558";5419;"212.179.74.234";1;"anonyme";291;2005
"1559";5421;"Tabletop";0;"inscrit";177627;2005
"1560";5426;"Chasuble";0;"inscrit";419;2009
"1561";5431;"ChuispastonBot";0;"inscrit";100206;2010
"1562";5432;"A._Parrot";0;"inscrit";19766;2006
"1563";5439;"41.69.65.34";1;"anonyme";1;2012
"1564";5445;"Nphar";0;"inscrit";52;2012
"1565";5446;"Ankur.sinha";0;"inscrit";50;NA
"1566";5448;"Ian.thomson";0;"admin";46454;2006
"1567";5450;"McGeddon";0;"inscrit";121439;2005
"1568";5451;"184.184.116.216";1;"anonyme";71;2012
"1569";5453;"Gediminas33";0;"inscrit";108;2010
"1570";5462;"Jimeb26";0;"inscrit";74;2014
"1571";5468;"Davidrgoon";0;"inscrit";17;2006
"1572";5470;"Rachel_Helps_(BYU)";0;"inscrit";3201;2006
"1573";5472;"130.95.187.225";1;"anonyme";559;2011
"1574";5474;"Soupforone";0;"inscrit";30155;2008
"1575";5479;"Wlteng97";0;"inscrit";9;2017
"1576";5490;"Magic_links_bot";0;"bot";246615;2017
"1577";5492;"LacrimosaDiesIlla";0;"inscrit";2111;2017
"1578";5494;"FreddyJR";0;"inscrit";2580;2007
"1579";5495;"203.177.57.170";1;"anonyme";769;2008
"1580";5499;"TenPoundHammer";0;"inscrit";228538;2005
"1581";5504;"70.77.117.183";1;"anonyme";1;2011
"1582";5507;"Zigzig20s";0;"inscrit";136123;2006
"1583";5508;"GrahamHardy";0;"inscrit";289928;2006
"1584";5510;"BigzMMA";0;"inscrit";1660;2011
"1585";5511;"Stefan2";0;"inscrit";207999;2006
"1586";5514;"TreyGeek";0;"inscrit";15458;2008
"1587";5525;"122.161.230.169";1;"anonyme";2;2012
"1588";5527;"Benzband";0;"inscrit";16866;2011
"1589";5530;"119.154.78.137";1;"anonyme";2;2011
"1590";5532;"189.122.20.16";1;"anonyme";11;2012
"1591";5533;"98.217.85.144";1;"anonyme";5;2012
"1592";5534;"Behemoth";0;"inscrit";11205;2005
"1593";5540;"HRoestBot";0;"inscrit";53714;2009
"1594";5545;"27.4.145.23";1;"anonyme";1;2012
"1595";5547;"JadeSnake";0;"inscrit";651;2011
"1596";5548;"Hasteur";0;"inscrit";29900;2007
"1597";5549;"Glock17gen4";0;"inscrit";3094;2011
"1598";5551;"MMADon101";0;"inscrit";15;2012
"1599";5558;"49.204.168.253";1;"anonyme";1;2012
"1600";5560;"86.135.85.88";1;"anonyme";39;2012
"1601";5564;"86.146.4.65";1;"anonyme";3;2012
"1602";5566;"Rath_prashant";0;"inscrit";251;2006
"1603";5569;"81.151.173.57";1;"anonyme";17;2012
"1604";5572;"117.203.140.9";1;"anonyme";4;2012
"1605";5573;"Pound4Pound";0;"inscrit";1421;2012
"1606";5582;"Tshloab";0;"inscrit";64;2011
"1607";5595;"Magog1";0;"inscrit";14;2010
"1608";5596;"Phillysportphan";0;"inscrit";10;2012
"1609";5597;"Moe_Epsilon";0;"inscrit";116433;2005
"1610";5599;"Thane";0;"inscrit";8753;2005
"1611";5600;"142.167.190.239";1;"anonyme";2;2012
"1612";5608;"98.244.33.83";1;"anonyme";423;2012
"1613";5609;"Hu12";0;"admin";91877;2006
"1614";5615;"Ak2431989";0;"inscrit";5394;2009
"1615";5616;"120.60.2.91";1;"anonyme";1;2013
"1616";5622;"86.153.235.172";1;"anonyme";11;2013
"1617";5626;"74.198.9.73";1;"anonyme";5;2011
"1618";5628;"209.112.51.132";1;"anonyme";42;2008
"1619";5633;"Dafafafa2323";0;"inscrit";16;2010
"1620";5635;"IronKnuckle";0;"inscrit";750;2013
"1621";5639;"177.96.82.181";1;"anonyme";4;2013
"1622";5643;"109.154.179.226";1;"anonyme";5;2011
"1623";5644;"Darkshadowson";0;"inscrit";95;2011
"1624";5645;"LittleWink";0;"inscrit";80802;2009
"1625";5647;"174.113.197.126";1;"anonyme";1;2013
"1626";5650;"AjBlaze";0;"inscrit";2;2013
"1627";5652;"109.154.179.175";1;"anonyme";4;2013
"1628";5657;"122.162.48.119";1;"anonyme";1;2013
"1629";5659;"CarlG313";0;"inscrit";73;2013
"1630";5661;"101.118.26.171";1;"anonyme";3;2013
"1631";5663;"201.22.11.84";1;"anonyme";5;2013
"1632";5665;"81.156.116.214";1;"anonyme";3;2013
"1633";5666;"166.147.88.47";1;"anonyme";36;2013
"1634";5669;"173.29.215.127";1;"anonyme";53;2012
"1635";5672;"112.213.173.243";1;"anonyme";71;2013
"1636";5673;"86.156.188.108";1;"anonyme";12;2013
"1637";5674;"Khazar2";0;"inscrit";191299;2012
"1638";5676;"217.42.68.116";1;"anonyme";11;2013
"1639";5677;"203.161.132.66";1;"anonyme";117;2011
"1640";5679;"86.186.120.144";1;"anonyme";30;2013
"1641";5681;"217.42.68.3";1;"anonyme";37;2010
"1642";5682;"201.47.21.40";1;"anonyme";3;2013
"1643";5686;"109.154.176.127";1;"anonyme";7;2013
"1644";5687;"120.60.83.192";1;"anonyme";2;2013
"1645";5690;"120.60.40.145";1;"anonyme";2;2013
"1646";5696;"24.222.209.210";1;"anonyme";2908;2012
"1647";5700;"49.204.129.154";1;"anonyme";3;2014
"1648";5703;"Wethestar";0;"inscrit";2;2014
"1649";5716;"189.58.132.100";1;"anonyme";2;2014
"1650";5719;"122.179.165.114";1;"anonyme";4;2012
"1651";5721;"206.75.170.207";1;"anonyme";2;2014
"1652";5722;"101.63.64.177";1;"anonyme";1;2014
"1653";5725;"82.47.52.111";1;"anonyme";521;2014
"1654";5726;"TheRedPenOfDoom";0;"inscrit";135756;2007
"1655";5730;"24.224.189.194";1;"anonyme";766;2015
"1656";5732;"77.102.106.5";1;"anonyme";4660;2015
"1657";5733;"86.155.127.10";1;"anonyme";4;2007
"1658";5734;"GaleFamily20";0;"inscrit";96;2013
"1659";5738;"24.224.191.152";1;"anonyme";1585;2015
"1660";5741;"101.63.143.219";1;"anonyme";1;2015
"1661";5746;"183.83.103.80";1;"anonyme";3;2015
"1662";5764;"Kartiktiwary";0;"inscrit";935;2015
"1663";5768;"Chaosdruid";0;"inscrit";24409;2007
"1664";5793;"Sheikh_Afridi";0;"inscrit";15;2015
"1665";5794;"SJ_Defender";0;"inscrit";14447;2013
"1666";5795;"142.176.21.18";1;"anonyme";1951;2013
"1667";5798;"Shubhromaitty";0;"inscrit";10;2016
"1668";5815;"Arjayay";0;"inscrit";137510;2007
"1669";5826;"Cnwilliams";0;"inscrit";67786;2009
"1670";5852;"Petronav73939133";0;"inscrit";3;2016
"1671";5855;"Chints247";0;"inscrit";271;2014
"1672";5859;"Jayabadhrinath";0;"inscrit";31;2016
"1673";5861;"PRehse";0;"inscrit";114834;2005
"1674";5864;"Bellerophon5685";0;"inscrit";75130;2006
"1675";5866;"Mdtemp";0;"inscrit";3018;2011
"1676";5871;"Mohammad_Ali_Kushtiwala";0;"inscrit";8;2016
"1677";5872;"Nihiltres";0;"admin";61704;2005
"1678";5875;"114.143.129.26";1;"anonyme";6;2016
"1679";5883;"AntonioMartin";0;"admin";27681;2002
"1680";5884;"178.167.254.228";1;"anonyme";20;2015
"1681";5897;"111.125.219.86";1;"anonyme";6;2016
"1682";5916;"Sindhusingh";0;"inscrit";10;2016
"1683";5919;"Bdayal";0;"inscrit";2;2016
"1684";5936;"KH-1";0;"inscrit";30072;2014
"1685";5979;"83.110.111.230";1;"anonyme";1;2016
"1686";5994;"Sawanjane";0;"inscrit";24;2016
"1687";6005;"121.222.153.214";1;"anonyme";2;2011
"1688";6012;"183.82.181.171";1;"anonyme";1;2016
"1689";6018;"219.91.199.33";1;"anonyme";2;2016
"1690";6020;"MSLGROUP";0;"inscrit";8;2016
"1691";6026;"Atlantic306";0;"inscrit";44569;2015
"1692";6039;"Materialscientist";0;"admin";984533;2008
"1693";6050;"Parth22feet";0;"inscrit";1;2016
"1694";6057;"86.173.190.156";1;"anonyme";52;2016
"1695";6060;"Equilibrium103";0;"inscrit";96;2014
"1696";6063;"110.227.174.209";1;"anonyme";1;2017
"1697";6065;"GaleCarl";0;"inscrit";47;2016
"1698";6066;"86.181.193.70";1;"anonyme";26;2017
"1699";6069;"213.205.198.93";1;"anonyme";16;2015
"1700";6076;"86.129.23.20";1;"anonyme";3;2017
"1701";6083;"Rajesh.Pramanick09";0;"inscrit";243;2016
"1702";6086;"86.30.153.181";1;"anonyme";2;2016
"1703";6088;"1717";0;"inscrit";2089;2005
"1704";6089;"David_Edgar";0;"inscrit";15594;2003
"1705";6091;"Kirkbroadhurst";0;"inscrit";49;2005
"1706";6093;"Sjorford";0;"admin";26685;2003
"1707";6095;"Slicing";0;"inscrit";4719;2005
"1708";6097;"Agapetos_angel";0;"inscrit";2142;2005
"1709";6100;"NawlinWiki";0;"admin";219883;2005
"1710";6102;"PDH";0;"admin";52166;2004
"1711";6103;"210.8.110.36";1;"anonyme";418;2005
"1712";6104;"Wikibofh";0;"admin";10409;2005
"1713";6105;"218.215.3.58";1;"anonyme";19;2006
"1714";6109;"144.138.223.231";1;"anonyme";1;2006
"1715";6111;"Darius_Dhlomo";0;"inscrit";162679;2005
"1716";6112;"Fuzzy510";0;"inscrit";38864;2006
"1717";6115;"144.137.65.99";1;"anonyme";1;2006
"1718";6118;"D13399";0;"inscrit";135;2006
"1719";6119;"60.228.244.13";1;"anonyme";3;2007
"1720";6121;"139.168.75.195";1;"anonyme";2;2007
"1721";6122;"Angela26";0;"inscrit";1278;2005
"1722";6124;"DancingMan";0;"inscrit";1722;2006
"1723";6127;"Musicked";0;"inscrit";7;2006
"1724";6133;"150.101.168.113";1;"anonyme";1;2007
"1725";6136;"Watchingthevitalsigns";0;"inscrit";670;2007
"1726";6148;"Meredyth";0;"inscrit";8131;2006
"1727";6150;"JackofOz";0;"inscrit";167697;2003
"1728";6153;"123.243.44.87";1;"anonyme";26;2007
"1729";6154;"Anotheruserhere";0;"inscrit";1189;2007
"1730";6158;"Madcoverboy";0;"inscrit";12400;2005
"1731";6159;"Ceci2176";0;"inscrit";4;2008
"1732";6161;"58.168.110.37";1;"anonyme";1;2008
"1733";6167;"70.95.135.217";1;"anonyme";1;2008
"1734";6168;"WikiEditGrammarGeek";0;"inscrit";6;2008
"1735";6169;"121.217.110.35";1;"anonyme";1;2008
"1736";6172;"200.184.118.132";1;"anonyme";8;2006
"1737";6175;"Werona";0;"inscrit";5;2008
"1738";6178;"Katharineamy";0;"inscrit";134042;2006
"1739";6181;"220.237.107.81";1;"anonyme";2;2008
"1740";6184;"125.7.52.129";1;"anonyme";100;2008
"1741";6196;"220.244.79.136";1;"anonyme";1;2008
"1742";6200;"125.63.184.94";1;"anonyme";3;2007
"1743";6202;"SHIMONSHA";0;"inscrit";330;2004
"1744";6211;"74.75.81.16";1;"anonyme";5;2008
"1745";6218;"Richard_Arthur_Norton_(1958-_)";0;"inscrit";186144;2004
"1746";6220;"Canley";0;"admin";53968;2005
"1747";6230;"60.242.177.242";1;"anonyme";9;2010
"1748";6256;"58.110.122.45";1;"anonyme";4;2010
"1749";6354;"125.7.71.6";1;"anonyme";558;2008
"1750";6372;"Seb_az86556";0;"inscrit";40214;2007
"1751";6389;"58.111.228.224";1;"anonyme";3;2010
"1752";6393;"Ethel_the_aardvark";0;"inscrit";402;2007
"1753";6394;"58.110.98.246";1;"anonyme";2;2007
"1754";6396;"MaeveMarsden";0;"inscrit";39;2010
"1755";6399;"WOSlinker";0;"admin";443536;2006
"1756";6403;"58.110.104.204";1;"anonyme";4;2011
"1757";6404;"203.17.189.150";1;"anonyme";167;2009
"1758";6405;"GL";0;"inscrit";902;2004
"1759";6407;"58.110.97.132";1;"anonyme";4;2010
"1760";6408;"98.255.196.104";1;"anonyme";1292;2011
"1761";6412;"203.25.195.230";1;"anonyme";228;2007
"1762";6424;"John_Vandenberg";0;"admin";68317;2004
"1763";6425;"76.20.24.95";1;"anonyme";300;2011
"1764";6427;"124.179.115.175";1;"anonyme";1;2012
"1765";6432;"HiLo48";0;"inscrit";42846;2006
"1766";6437;"122.106.105.10";1;"anonyme";1;2012
"1767";6439;"120.151.14.190";1;"anonyme";14;2011
"1768";6440;"JuneGloom07";0;"inscrit";63887;2007
"1769";6441;"Trident13";0;"inscrit";103559;2006
"1770";6446;"132.234.251.230";1;"anonyme";337;2012
"1771";6448;"108.208.120.198";1;"anonyme";1;2013
"1772";6453;"Pidzz";0;"inscrit";6904;2012
"1773";6455;"142.255.198.134";1;"anonyme";2;2014
"1774";6456;"83.251.164.252";1;"anonyme";1;2014
"1775";6458;"ArmbrustBot";0;"bot";101309;2013
"1776";6464;"KarleeElissa";0;"inscrit";2;2009
"1777";6465;"60.224.36.30";1;"anonyme";81;2015
"1778";6472;"FerventFangirl";0;"inscrit";34;2015
"1779";6481;"Vycl1994";0;"inscrit";38574;2013
"1780";6486;"58.110.112.251";1;"anonyme";2;2016
"1781";6487;"49.199.170.199";1;"anonyme";1;2016
"1782";6492;"211.30.17.74";1;"anonyme";1124;2013
"1783";6503;"Melbrown077";0;"inscrit";1;2017
"1784";6505;"122.108.141.214";1;"anonyme";1930;2016
"1785";6512;"120.145.15.138";1;"anonyme";1;2017
"1786";6522;"Taketa";0;"inscrit";11309;2008
"1787";6523;"Junichi";0;"inscrit";25045;2007
"1788";6524;"122.26.41.115";1;"anonyme";1;2008
"1789";6525;"58.91.85.126";1;"anonyme";4;2008
"1790";6526;"123.218.150.34";1;"anonyme";3;2008
"1791";6528;"123.225.140.101";1;"anonyme";4;2008
"1792";6530;"114.146.96.54";1;"anonyme";2;2008
"1793";6533;"221.191.87.203";1;"anonyme";4;2008
"1794";6541;"123.225.94.162";1;"anonyme";6;2009
"1795";6542;"114.146.126.129";1;"anonyme";1;2009
"1796";6544;"114.146.123.155";1;"anonyme";16;2009
"1797";6552;"114.146.118.43";1;"anonyme";12;2009
"1798";6556;"123.225.178.3";1;"anonyme";1;2009
"1799";6562;"125.175.95.80";1;"anonyme";5;2009
"1800";6565;"122.25.215.200";1;"anonyme";6;2009
"1801";6569;"124.86.80.145";1;"anonyme";2;2009
"1802";6571;"114.167.139.104";1;"anonyme";2;2009
"1803";6587;"Kolins";0;"inscrit";10073;2005
"1804";6590;"TSUBAME98";0;"inscrit";9892;2007
"1805";6591;"KarlsenBot";0;"inscrit";26553;2010
"1806";6593;"Buleno04";0;"inscrit";1738;2010
"1807";6604;"Nameless_User";0;"inscrit";24992;2008
"1808";6616;"190.253.176.177";1;"anonyme";5;2011
"1809";6618;"190.253.178.139";1;"anonyme";3;2011
"1810";6620;"190.253.184.128";1;"anonyme";2;2011
"1811";6623;"186.113.80.170";1;"anonyme";5;2011
"1812";6625;"MystBot";0;"inscrit";177678;2008
"1813";6626;"Wizardman";0;"admin";252180;2006
"1814";6629;"Courcelles";0;"admin";395714;2006
"1815";6630;"121.82.186.234";1;"anonyme";344;2012
"1816";6636;"182.166.152.138";1;"anonyme";1335;2012
"1817";6644;"Mikemor92";0;"inscrit";69148;2008
"1818";6652;"Whispered11";0;"inscrit";5031;2011
"1819";6658;"Imozuruboy";0;"inscrit";348;2015
"1820";6661;"The_Sprint_Of_Our_Life";0;"inscrit";1456;2012
"1821";6668;"Gonta-Kun";0;"inscrit";12946;2011
"1822";6683;"Chubbles";0;"inscrit";49477;2006
"1823";6684;"96.225.143.145";1;"anonyme";6;2008
"1824";6685;"J_Milburn_Bot";0;"bot";36626;2008
"1825";6687;"96.225.148.50";1;"anonyme";4;2008
"1826";6695;"209.244.16.215";1;"anonyme";40;2006
"1827";6696;"76.218.70.60";1;"anonyme";3;2010
"1828";6698;"CactusBot";0;"bot";81124;2010
"1829";6700;"69.232.34.140";1;"anonyme";2;2011
"1830";6701;"AllyD";0;"inscrit";45633;2005
"1831";6702;"71.176.43.244";1;"anonyme";1;2013
"1832";6703;"MR._MOTOWN";0;"inscrit";1127;2006
"1833";6704;"Enscripted";0;"inscrit";300;2009
"1834";6707;"CelebGroup";0;"inscrit";1;2014
"1835";6708;"DissidentAggressor";0;"inscrit";11010;2014
"1836";6709;"163.192.13.1";1;"anonyme";208;2011
"1837";6714;"Bassplaya1966";0;"inscrit";1;2014
"1838";6719;"StoryEyes";0;"inscrit";142;2010
"1839";6728;"Odikuas";0;"inscrit";686;2006
"1840";6729;"Orangemike";0;"admin";101028;2004
"1841";6737;"86.7.157.64";1;"anonyme";1292;2006
"1842";6739;"Deb";0;"admin";131559;2002
"1843";6744;"85.73.253.93";1;"anonyme";4;2008
"1844";6746;"YUL89YYZ";0;"inscrit";88849;2004
"1845";6751;"LOL";0;"inscrit";40844;NA
"1846";6755;"Cplakidas";0;"inscrit";150264;2005
"1847";6767;"Jeremy_Bolwell";0;"inscrit";17549;2007
"1848";6769;"Danger";0;"admin";33173;2006
"1849";6774;"Thorkelsd";0;"inscrit";NA;NA
"1850";6775;"Miropolitan";0;"inscrit";114;2009
"1851";6776;"Hebrides";0;"inscrit";83652;2006
"1852";6778;"Cowdy001";0;"inscrit";28188;2011
"1853";6782;"59.167.93.59";1;"anonyme";11;2007
"1854";6784;"-glove-";0;"inscrit";2282;2016
"1855";6787;"Ramtears";0;"inscrit";3319;2008
"1856";6790;"85.178.248.236";1;"anonyme";2;2008
"1857";6791;"Ourima";0;"inscrit";76;2006
"1858";6797;"Plastikspork";0;"admin";174135;2007
"1859";6799;"LLTimes";0;"inscrit";5537;2008
"1860";6806;"Hzh";0;"inscrit";67882;2007
"1861";6818;"Colipon";0;"inscrit";24162;2003
"1862";6821;"Good_Olfactory";0;"admin";641984;2008
"1863";6884;"MrHallofEngland";0;"inscrit";NA;NA
"1864";6886;"PigFluOink";0;"inscrit";NA;NA
"1865";6898;"RichFarmbrough";0;"inscrit";NA;NA
"1866";6905;"BokicaK";0;"inscrit";26069;2006
"1867";6906;"Flix11";0;"inscrit";5899;2011
"1868";6907;"Clyde1998";0;"inscrit";1574;2006
"1869";6912;"PhyoWP";0;"inscrit";NA;NA
"1870";6937;"FelixFolioSecundus";0;"inscrit";NA;NA
"1871";6940;"SarahTallinn";0;"inscrit";NA;NA
"1872";6961;"MuffinWizard";0;"inscrit";NA;NA
"1873";6997;"130.18.249.117";1;"anonyme";34;2015
"1874";7043;"BURoBOT";0;"inscrit";NA;NA
"1875";7055;"TimoHonkasalo";0;"inscrit";NA;NA
"1876";7061;"24.42.48.219";1;"anonyme";1;2006
"1877";7062;"163.29.186.250";1;"anonyme";81;2006
"1878";7063;"61.21.228.51";1;"anonyme";7;2006
"1879";7064;"Liquid-aim-bot";0;"inscrit";1865;2006
"1880";7065;"Beh-nam";0;"inscrit";8290;2006
"1881";7071;"72.83.1.102";1;"anonyme";22;2007
"1882";7074;"Ctesiphon7";0;"inscrit";257;2006
"1883";7075;"Archenzo";0;"inscrit";272;2004
"1884";7076;"83.254.131.144";1;"anonyme";3;2008
"1885";7079;"FlaBot";0;"inscrit";222981;2005
"1886";7080;"Ghirlandajo";0;"inscrit";85575;2004
"1887";7081;"J04n";0;"admin";95923;2008
"1888";7084;"MastiBot";0;"inscrit";62165;2009
"1889";7085;"SilvonenBot";0;"inscrit";41981;2008
"1890";7086;"Jaraalbe";0;"inscrit";105816;2005
"1891";7087;"Cabolitae";0;"inscrit";3598;2006
"1892";7088;"Dimadick";0;"inscrit";354348;2003
"1893";7089;"Arahana~enwiki";0;"inscrit";24;2010
"1894";7090;"DixonDBot";0;"bot";13058;2009
"1895";7093;"93.221.184.179";1;"anonyme";10;2011
"1896";7095;"Ahmed-Najib-Biabani-Ibrahimkhel";0;"inscrit";44;2010
"1897";7096;"Chyah";0;"inscrit";1443;2010
"1898";7097;"Mazdakabedi";0;"inscrit";1262;2007
"1899";7101;"Chzz";0;"inscrit";115888;2008
"1900";7103;"70.26.180.127";1;"anonyme";2;2011
"1901";7105;"Writer1390";0;"inscrit";31;2011
"1902";7108;"182.185.85.236";1;"anonyme";2;2011
"1903";7109;"Khazar";0;"inscrit";29078;2006
"1904";7111;"Editor1390";0;"inscrit";122;2012
"1905";7114;"88.109.9.143";1;"anonyme";3;2012
"1906";7117;"Farshadrbn";0;"inscrit";173;2003
"1907";7118;"HelpfulPixieBot";0;"inscrit";NA;NA
"1908";7120;"TjBot";0;"inscrit";29118;2009
"1909";7121;"ClassAvesta";0;"inscrit";NA;NA
"1910";7123;"Lutfullah";0;"inscrit";504;2006
"1911";7127;"Dont101";0;"inscrit";331;2009
"1912";7131;"213.80.99.118";1;"anonyme";47;2012
"1913";7132;"AK456";0;"inscrit";4945;2012
"1914";7134;"165.155.200.109";1;"anonyme";62;2013
"1915";7135;"79.46.129.66";1;"anonyme";1;2014
"1916";7136;"Lysozym";0;"inscrit";1930;2011
"1917";7137;"81.213.43.175";1;"anonyme";13;2015
"1918";7139;"Wikimandia";0;"inscrit";43942;2006
"1919";7140;"66.75.37.152";1;"anonyme";10;2016
"1920";7141;"39.36.32.161";1;"anonyme";3;2017
"1921";7142;"Magiclinksbot";0;"inscrit";NA;NA
"1922";7148;"OdMishehuAWB";0;"inscrit";NA;NA
"1923";7165;"Dr.Blofeld";0;"inscrit";NA;NA
"1924";7170;"TontonBernardo";0;"inscrit";NA;NA
"1925";7204;"GreenCbot";0;"inscrit";NA;NA
"1926";7207;"TheAnomebot2";0;"inscrit";NA;NA
"1927";7214;"RicardoCarneiroPires";0;"inscrit";NA;NA
"1928";7236;"Vanisheduser5zariu3jisj0j4irj";0;"inscrit";NA;NA
"1929";7237;"SomebodyintheWWW";0;"inscrit";NA;NA
"1930";7245;"StevenWalling";0;"inscrit";NA;NA
"1931";7262;"Chesipiero";0;"inscrit";29364;2010
"1932";7360;"BillyLiakopoulos";0;"inscrit";NA;NA
"1933";7365;"KlemenKocjancic";0;"inscrit";NA;NA
"1934";7373;"WilhelminaWill";0;"inscrit";NA;NA
"1935";7423;"ShawninMontreal";0;"inscrit";NA;NA
"1936";7437;"Mintzl";0;"inscrit";NA;NA
"1937";7521;"B.BhargavaTeja";0;"inscrit";NA;NA
"1938";7546;"Orderinchaos2";0;"inscrit";NA;NA
"1939";7607;"WorldCup2010";0;"inscrit";NA;NA
"1940";7608;"ModernSciences";0;"inscrit";NA;NA
"1941";7609;"Underlyinglk";0;"inscrit";NA;NA
"1942";7623;"PostcardCathy";0;"inscrit";NA;NA
"1943";7634;"Greece2005";0;"inscrit";NA;NA
"1944";7645;"ButtonstoPushButtons";0;"inscrit";NA;NA
"1945";7673;"121.98.220.186";1;"anonyme";7;2010
"1946";7676;"KevinJChase";0;"inscrit";NA;NA
"1947";7684;"SerAmantiodiNicolao";0;"inscrit";NA;NA
"1948";7688;"68.1.109.175";1;"anonyme";23;2006
"1949";7691;"CocuBot";0;"inscrit";11625;2010
"1950";7697;"Hut8.5";0;"inscrit";0;2006
"1951";7715;"WilliamAllenSimpson";0;"inscrit";1;2005
"1952";7716;"JunNijo";0;"inscrit";NA;NA
"1953";7720;"DruofId";0;"inscrit";NA;NA
"1954";7724;"Dami";0;"inscrit";NA;NA
"1955";7726;"KingoftheNorthEast";0;"inscrit";NA;NA
"1956";7730;"BineMai";0;"inscrit";NA;NA
"1957";7747;"JosephA.Spadaro";0;"inscrit";NA;NA
"1958";7772;"LordCornwallis";0;"inscrit";NA;NA
