"";"page";"nedits_edit";"nedits_talk";"density_edit";"density_talk";"ncontributors_edit";"ncontributors_talk";"nadmins_edit";"nadmins_talk";"nbots_edit";"nbots_talk";"nanon_edit";"nanon_talk";"transitivity_edit";"transitivity_talk";"centralization_edit";"centralization_talk";"mean_betweenness_edit";"mean_betweenness_talk";"mean_betweenness_admins_edit";"mean_betweenness_admins_talk";"mean_degree_centrality_edit";"mean_degree_centrality_talk";"mean_degree_centrality_admins_edit";"mean_degree_centrality_admins_talk";"sd_betweenness_edit";"sd_betweenness_talk";"sd_betweenness_admins_edit";"sd_betweenness_admins_talk";"sd_degree_centrality_edit";"sd_degree_centrality_talk";"sd_degree_centrality_admins_edit";"sd_degree_centrality_admins_talk";"max_discussion_depth";"mean_discussion_depth";"sd_discussion_depth";"iscontroversial";"isfeatured";"nadded";"ndeleted";"nrestored";"ninitialized";"nresponded";"degree_assortativity_edit";"degree_assortativity_talk";"nquar1_edit";"nquar2_edit";"nquar3_edit";"nquar4_edit";"nquar1_talk";"nquar2_talk";"nquar3_talk";"nquar4_talk"
"61";"Peter_Warlock";"95";"53";"0.0344702467343977";"0.0293466223698782";"53";"43";"5";"2";"0";"0";"20";"15";"0.0920502092050209";"0";"0.494082840236686";"0.0430839002267574";"0.461538461538462";"61.4615384615385";"0";"125";"2.61538461538462";"2.61538461538462";"2.8";"2";"1.6234982618823";"43.7636271431967";"0";"7.07106781186548";"2.11580278329477";"1.26938411538378";"1.92353840616713";"0";"46";"8.47169811320755";"5.9245375463306";"0";"0";"54";"41";"0";"4";"49";"-0.387971404568957";"0.318556321101032";"15";"4";"13";"21";"14";"4";"7";"14"
"62";"Planescape._Torment";"4138";"958";"0.0113239559958404";"0.00418410041841004";"605";"479";"37";"12";"9";"3";"361";"158";"0.0740536355549699";"0.0213329615170106";"0.764774571290733";"0.231655170602756";"639.877483443709";"1759.97445255474";"620.237339557413";"0";"12.1523178807947";"6.24452554744526";"17.6216216216216";"1";"4447.51642659716";"5057.33805873099";"1929.65731857533";"0";"44.7735038242646";"20.0190949860323";"46.8605207867818";"0";"21";"7.20146137787056";"9.26810228203218";"0";"0";"936";"2694";"508";"205";"753";"-0.188902749507894";"0.335153721631735";"172";"167";"116";"149";"86";"75";"49";"64"
"63";"Ranavalona_I";"234";"319";"0.0218446601941748";"0.0166301741215723";"104";"139";"9";"6";"1";"3";"37";"29";"0.100866990907169";"0.0109729334308705";"0.468093128475822";"1.03063957151859";"23.5242718446602";"114.333333333333";"40.7407407407407";"0";"3.57281553398058";"7.16049382716049";"15.2222222222222";"1";"93.6289382991127";"256.129508257053";"85.2595347841222";"0";"4.57101254871835";"31.9966626346106";"32.3139976549551";"0";"44";"4.12225705329154";"4.05552343864374";"0";"0";"100";"129";"5";"58";"261";"-0.280308143186173";"0.567631378619912";"24";"10";"24";"46";"28";"14";"12";"27"
"64";"Red_rail";"391";"212";"0.0358058608058608";"0.0769230769230769";"105";"53";"11";"1";"10";"4";"17";"4";"0.0754747605908132";"0.0354609929078014";"1.02200443786982";"2.65588017751479";"16.3557692307692";"63.1621621621622";"0.173908199643494";"45.2";"6.06730769230769";"11.027027027027";"4.27272727272727";"12";"131.397610508443";"122.254167078406";"0.412187740263142";NA;"21.4051370402114";"45.4144412216144";"3.06890563852684";NA;"28";"11.9339622641509";"10.901775035195";"0";"0";"151";"217";"23";"16";"196";"-0.0832661470613375";"0.486576038808523";"12";"6";"14";"73";"8";"1";"3";"25"
"65";"Rhyolite,_Nevada";"496";"207";"0.0262350576536549";"0.0247252747252747";"138";"92";"18";"6";"15";"3";"39";"14";"0.071838609152042";"0.0121951219512195";"0.77500133198359";"1.07487018476029";"37.9416058394161";"171.240740740741";"10.9811550151976";"0";"5.8978102189781";"6.96296296296296";"5";"1";"272.757835508483";"284.857788761882";"42.535485419022";"0";"19.2618506958294";"26.7616756131085";"9.82793138428009";"0";"29";"5.45893719806763";"5.9851762536536";"0";"0";"184";"286";"26";"38";"169";"-0.189043089919139";"0.541150789528278";"23";"25";"13";"77";"17";"7";"5";"25"
"66";"Robert_Hues";"396";"95";"0.049438202247191";"0.0957661290322581";"90";"32";"17";"3";"13";"3";"15";"3";"0.1430929196237";"0.0889830508474576";"0.847620249968438";"1.88241415192508";"22.1685393258427";"47.1304347826087";"0.270283244662664";"53.6666666666667";"7.71910112359551";"7.8695652173913";"11.5294117647059";"2.66666666666667";"118.836949487741";"83.5810923821365";"0.791816820276277";"31.8799832705937";"17.4408016679052";"24.3129302445242";"24.5817962297785";"1.15470053837925";"22";"6.85263157894737";"5.39891324969346";"0";"0";"105";"221";"70";"9";"86";"-0.0812430718529441";"0.434714978910191";"13";"9";"3";"65";"9";"1";"0";"13"
"67";"Rugby_World_Cup";"5877";"416";"0.0116748445539244";"0.00701612359171558";"710";"244";"66";"11";"17";"5";"246";"43";"0.0774993136447425";"0.0254476908576814";"0.563166302287136";"0.356585208894308";"727.091678420311";"681.808139534884";"316.578579417694";"264.5";"15.4428772919605";"4.41860465116279";"20.9090909090909";"2.36363636363636";"5016.73086457812";"1397.04469662384";"1031.79354063289";"324.21636294302";"43.6454470889749";"13.895992199595";"98.8606987747799";"2.90767010758536";"49";"6.06490384615385";"6.04187148779826";"0";"0";"805";"3284";"1788";"73";"343";"-0.257399869356149";"0.526893816653461";"93";"161";"203";"253";"34";"32";"42";"63"
"68";"Say_Hello_to_My_Little_Friend";"181";"94";"0.161319073083779";"0.0837789661319073";"34";"34";"6";"0";"3";"1";"5";"2";"0.183129855715871";"0";"1.95684113865932";"2.17722681359045";"14.3939393939394";"25.1666666666667";"0";"NaN";"8.81818181818182";"13.8333333333333";"2.33333333333333";"NaN";"69.9259482271376";"87.1798906476335";"0";NA;"23.4406891769613";"41.3297896819173";"1.211060141639";NA;"40";"4.30851063829787";"5.38621617090055";"0";"0";"71";"110";"0";"22";"72";"-0.277037448749338";"-0.21128319496517";"5";"1";"2";"26";"6";"0";"1";"5"
"69";"Sherman_Minton";"945";"492";"0.0376164318127538";"0.0280246069719754";"159";"133";"35";"11";"6";"1";"29";"10";"0.105060321715818";"0.0269266480965645";"1.28374859798109";"1.58617424242424";"64.5506329113924";"342.133333333333";"164.73922577581";"0";"10.1329113924051";"12.3466666666667";"16.5714285714286";"1.09090909090909";"436.916793696499";"754.934479372372";"903.473233460025";"0";"35.4688531938068";"54.7760781613538";"69.581642995957";"0.301511344577764";"12";"9.71138211382114";"10.4215639143021";"0";"0";"289";"602";"54";"58";"434";"-0.103556831543648";"0.207880192123888";"14";"13";"30";"102";"14";"5";"15";"41"
"70";"Singapore_strategy";"264";"168";"0.0888888888888889";"0.133333333333333";"55";"36";"13";"5";"8";"3";"6";"2";"0.145104207628785";"0.0402298850574713";"1.5787037037037";"3.62448979591837";"33";"51.9090909090909";"2.07940446650124";"13.8";"7.90740740740741";"14.6363636363636";"3.53846153846154";"2";"151.717826863122";"138.267824680912";"7.48771239222277";"30.8577380894971";"24.032421904286";"53.9696082505572";"1.9414506867883";"1.73205080756888";"10";"11.1011904761905";"10.0612732857808";"0";"0";"101";"160";"3";"14";"154";"-0.134795774647343";"0.11840229107";"4";"1";"9";"41";"7";"0";"2";"13"
"71";"SMS_Schwaben";"44";"72";"0.241758241758242";"0.0886699507389163";"14";"29";"2";"2";"2";"1";"1";"0";"0.24390243902439";"0";"1.43786982248521";"1.60969387755102";"2.53846153846154";"59.4615384615385";"0";"0";"5.38461538461539";"9.84615384615385";"2";"1";"9.15255323771628";"63.9721493889012";"0";"0";"10.7899525913267";"24.9594543004121";"1.4142135623731";"0";"16";"3.05555555555556";"2.90162115390927";"0";"0";"18";"24";"2";"16";"56";"-0.257313628297739";"0.40265178704986";"2";"0";"2";"10";"4";"0";"1";"8"
